question_id,module_id,phase_id,q_num,question_type,prompt_en,prompt_zh,prompt_es,option_a_en,option_a_zh,option_a_es,option_b_en,option_b_zh,option_b_es,option_c_en,option_c_zh,option_c_es,option_d_en,option_d_zh,option_d_es,correct_option,explanation_a_en,explanation_a_zh,explanation_a_es,explanation_b_en,explanation_b_zh,explanation_b_es,explanation_c_en,explanation_c_zh,explanation_c_es,explanation_d_en,explanation_d_zh,explanation_d_es,fallback_tip_en,fallback_tip_zh,fallback_tip_es,difficulty,review_status,review_notes
conditionals_second_q01,conditionals,second,1,multiple_choice_single,"If I ___ rich, I ___ travel the world.","If I ___ rich, I ___ travel the world.","If I ___ rich, I ___ travel the world.",am ... will,am ... will,am ... will,were ... would,were ... would,were ... would,was ... will,was ... will,was ... will,will be ... would,will be ... would,will be ... would,B,"Am + will = first conditional, unreal now.",选项 A。,Opción A.,Correct! Were + would = unreal present.,正确！选项 B。,¡Correcto! Opción B.,Was + will mixes types.,选项 C。,Opción C.,Will be in if-clause is wrong.,选项 D。,Opción D.,"Second conditional: if + past, would + base.","Second conditional: if + past, would + base.","Second conditional: if + past, would + base.",2,draft,
conditionals_second_q02,conditionals,second,2,multiple_choice_single,"If she ___ time, she ___ learn piano.","If she ___ time, she ___ learn piano.","If she ___ time, she ___ learn piano.",has ... will,has ... will,has ... will,had ... would,had ... would,had ... would,would have ... will,would have ... will,would have ... will,has ... would,has ... would,has ... would,B,Has + will = real first conditional.,选项 A。,Opción A.,Correct! Had + would = hypothetical.,正确！选项 B。,¡Correcto! Opción B.,Would have in if-clause is wrong.,选项 C。,Opción C.,Has + would mixes types.,选项 D。,Opción D.,Second conditional for hypothetical present.,Second conditional for hypothetical present.,Second conditional for hypothetical present.,2,draft,
conditionals_second_q03,conditionals,second,3,multiple_choice_single,"If I ___ you, I ___ accept that offer.","If I ___ you, I ___ accept that offer.","If I ___ you, I ___ accept that offer.",am ... will,am ... will,am ... will,were ... would,were ... would,were ... would,was ... will,was ... will,was ... will,would be ... would,would be ... would,would be ... would,B,Am + will = too direct.,选项 A。,Opción A.,Correct! Were + would = advice formula.,正确！选项 B。,¡Correcto! Opción B.,Was + will mixes types.,选项 C。,Opción C.,Would be in if-clause is wrong.,选项 D。,Opción D.,If I were you = standard second conditional advice.,If I were you = standard second conditional advice.,If I were you = standard second conditional advice.,2,draft,
conditionals_third_q01,conditionals,third,1,multiple_choice_single,"If I ___ about the party, I ___ gone.","If I ___ about the party, I ___ gone.","If I ___ about the party, I ___ gone.",know ... would have,know ... would have,know ... would have,had known ... would have,had known ... would have,had known ... would have,knew ... will have,knew ... will have,knew ... will have,would know ... had,would know ... had,would know ... had,B,Know is present — wrong.,选项 A。,Opción A.,Correct! Had known + would have gone.,正确！选项 B。,¡Correcto! Opción B.,"Knew = simple past, not past perfect.",选项 C。,Opción C.,Would know in if-clause is wrong.,选项 D。,Opción D.,"Third conditional: if + had + pp, would have + pp.","Third conditional: if + had + pp, would have + pp.","Third conditional: if + had + pp, would have + pp.",2,draft,
conditionals_third_q02,conditionals,third,2,multiple_choice_single,She ___ the train if she ___ earlier.,She ___ the train if she ___ earlier.,She ___ the train if she ___ earlier.,catches ... leaves,catches ... leaves,catches ... leaves,would have caught ... had left,would have caught ... had left,would have caught ... had left,caught ... would leave,caught ... would leave,caught ... would leave,will catch ... left,will catch ... left,will catch ... left,B,Catches + leaves = zero conditional.,选项 A。,Opción A.,Correct! Would have caught + had left.,正确！选项 B。,¡Correcto! Opción B.,Caught + would leave mixes types.,选项 C。,Opción C.,Will catch + left mixes future/past.,选项 D。,Opción D.,Third conditional for unreal past.,Third conditional for unreal past.,Third conditional for unreal past.,2,draft,
conditionals_third_q03,conditionals,third,3,multiple_choice_single,"If they ___ us, we ___ them at the station.","If they ___ us, we ___ them at the station.","If they ___ us, we ___ them at the station.",call ... will meet,call ... will meet,call ... will meet,had called ... would have met,had called ... would have met,had called ... would have met,called ... will meet,called ... will meet,called ... will meet,would call ... met,would call ... met,would call ... met,B,Call + will meet = first conditional.,选项 A。,Opción A.,Correct! Had called + would have met.,正确！选项 B。,¡Correcto! Opción B.,Called + will meet mixes types.,选项 C。,Opción C.,Would call in if-clause is wrong.,选项 D。,Opción D.,Third conditional: regret about past.,Third conditional: regret about past.,Third conditional: regret about past.,2,draft,
conditionals_mixed_q01,conditionals,mixed,1,multiple_choice_single,"If I ___ harder at school, I ___ a better job now.","If I ___ harder at school, I ___ a better job now.","If I ___ harder at school, I ___ a better job now.",study ... will have,study ... will have,study ... will have,had studied ... would have,had studied ... would have,had studied ... would have,had studied ... would have,had studied ... would have,had studied ... would have,studied ... have,studied ... have,studied ... have,B,Study + will have is wrong.,选项 A。,Opción A.,Correct! Had studied (past) + would have (present result).,正确！选项 B。,¡Correcto! Opción B.,"Had studied + would have = third conditional, not present result.",选项 C。,Opción C.,Studied + have is ungrammatical.,选项 D。,Opción D.,"Mixed conditional: if + past perfect, would + base for past condition affecting present.","Mixed conditional: if + past perfect, would + base for past condition affecting present.","Mixed conditional: if + past perfect, would + base for past condition affecting present.",2,draft,
conditionals_mixed_q02,conditionals,mixed,2,multiple_choice_single,"If she ___ so shy, she ___ more friends at the party last night.","If she ___ so shy, she ___ more friends at the party last night.","If she ___ so shy, she ___ more friends at the party last night.",is not ... will make,is not ... will make,is not ... will make,were not ... would have made,were not ... would have made,were not ... would have made,was not ... would make,was not ... would make,was not ... would make,had not been ... made,had not been ... made,had not been ... made,B,Is not + will make = first conditional.,选项 A。,Opción A.,Correct! Were not (present) + would have made (past).,正确！选项 B。,¡Correcto! Opción B.,Was not + would make = second conditional.,选项 C。,Opción C.,Had not been + made is wrong structure.,选项 D。,Opción D.,"Mixed conditional: if + past (present state), would have + pp (past result).","Mixed conditional: if + past (present state), would have + pp (past result).","Mixed conditional: if + past (present state), would have + pp (past result).",2,draft,
conditionals_alternatives_q01,conditionals,alternatives,1,multiple_choice_single,You will fail ___ you study harder.,You will fail ___ you study harder.,You will fail ___ you study harder.,if,if,if,unless,unless,unless,when,when,when,because,because,because,B,If = opposite meaning here.,选项 A。,Opción A.,Correct! Unless = if not.,正确！选项 B。,¡Correcto! Opción B.,"When = time, not condition.",选项 C。,Opción C.,"Because = reason, not condition.",选项 D。,Opción D.,Unless = if not. You will fail if you do not study.,Unless = if not. You will fail if you do not study.,Unless = if not. You will fail if you do not study.,2,draft,
conditionals_alternatives_q02,conditionals,alternatives,2,multiple_choice_single,You can go out ___ you finish your homework first.,You can go out ___ you finish your homework first.,You can go out ___ you finish your homework first.,unless,unless,unless,provided that,provided that,provided that,otherwise,otherwise,otherwise,as long,as long,as long,B,Unless = opposite meaning.,选项 A。,Opción A.,Correct! Provided that = condition for permission.,正确！选项 B。,¡Correcto! Opción B.,"Otherwise = consequence, not condition.",选项 C。,Opción C.,As long is incomplete — needs as.,选项 D。,Opción D.,Provided that = on the condition that.,Provided that = on the condition that.,Provided that = on the condition that.,2,draft,
conditionals_alternatives_q03,conditionals,alternatives,3,multiple_choice_single,Take an umbrella ___ it rains.,Take an umbrella ___ it rains.,Take an umbrella ___ it rains.,unless,unless,unless,in case,in case,in case,otherwise,otherwise,otherwise,provided,provided,provided,B,Unless = if not — opposite.,选项 A。,Opción A.,Correct! In case it rains = precaution.,正确！选项 B。,¡Correcto! Opción B.,Otherwise = consequence.,选项 C。,Opción C.,"Provided = granting condition, not precaution.",选项 D。,Opción D.,In case = as a precaution against possible future.,In case = as a precaution against possible future.,In case = as a precaution against possible future.,2,draft,
conditionals_wish_q01,conditionals,wish,1,multiple_choice_single,I wish I ___ more money.,I wish I ___ more money.,I wish I ___ more money.,have,have,have,had,had,had,will have,will have,will have,would have,would have,would have,B,"Have = present, not unreal.",选项 A。,Opción A.,Correct! Had = unreal present wish.,正确！选项 B。,¡Correcto! Opción B.,"Will have = future, wrong with wish.",选项 C。,Opción C.,"Would have = past regret, different structure.",选项 D。,Opción D.,I wish + past simple for unreal present wishes.,I wish + past simple for unreal present wishes.,I wish + past simple for unreal present wishes.,2,draft,
conditionals_wish_q02,conditionals,wish,2,multiple_choice_single,She wishes she ___ harder for the exam yesterday.,She wishes she ___ harder for the exam yesterday.,She wishes she ___ harder for the exam yesterday.,studies,studies,studies,studied,studied,studied,had studied,had studied,had studied,would study,would study,would study,C,Studies = present.,选项 A。,Opción A.,"Studied = simple past, but yesterday needs past perfect.",选项 B。,Opción B.,Correct! Had studied = past regret.,正确！选项 C。,¡Correcto! Opción C.,"Would study = future, wrong for past regret.",选项 D。,Opción D.,I wish + past perfect for regrets about the past.,I wish + past perfect for regrets about the past.,I wish + past perfect for regrets about the past.,2,draft,
conditionals_production_q01,conditionals,production,1,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,"If I would have known, I would have come.","If I would have known, I would have come.","If I would have known, I would have come.","If I had known, I would have come.","If I had known, I would have come.","If I had known, I would have come.","If I knew, I will come.","If I knew, I will come.","If I knew, I will come.","If I know, I would come.","If I know, I would come.","If I know, I would come.",B,Would have known in if-clause is wrong.,选项 A。,Opción A.,Correct! Had known + would have come.,正确！选项 B。,¡Correcto! Opción B.,Knew + will = mixed types.,选项 C。,Opción C.,Know + would = mixed types.,选项 D。,Opción D.,Third conditional structure.,Third conditional structure.,Third conditional structure.,2,draft,
conditionals_production_q02,conditionals,production,2,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,"If it will rain, we will cancel.","If it will rain, we will cancel.","If it will rain, we will cancel.","If it rains, we will cancel.","If it rains, we will cancel.","If it rains, we will cancel.","If it rained, we will cancel.","If it rained, we will cancel.","If it rained, we will cancel.","If it would rain, we cancel.","If it would rain, we cancel.","If it would rain, we cancel.",B,Will rain in if-clause is wrong.,选项 A。,Opción A.,Correct! Rains + will cancel.,正确！选项 B。,¡Correcto! Opción B.,Rained + will = mixed types.,选项 C。,Opción C.,Would rain in if-clause is wrong.,选项 D。,Opción D.,"First conditional: if + present, will + base.","First conditional: if + present, will + base.","First conditional: if + present, will + base.",2,draft,
