question_id,module_id,phase_id,q_num,question_type,prompt_en,prompt_zh,prompt_es,option_a_en,option_a_zh,option_a_es,option_b_en,option_b_zh,option_b_es,option_c_en,option_c_zh,option_c_es,option_d_en,option_d_zh,option_d_es,correct_option,explanation_a_en,explanation_a_zh,explanation_a_es,explanation_b_en,explanation_b_zh,explanation_b_es,explanation_c_en,explanation_c_zh,explanation_c_es,explanation_d_en,explanation_d_zh,explanation_d_es,fallback_tip_en,fallback_tip_zh,fallback_tip_es,difficulty,review_status,review_notes
modals_ability_q02,modals,ability,2,multiple_choice_single,I ___ solve the problem after thinking for an hour.,I ___ solve the problem after thinking for an hour.,I ___ solve the problem after thinking for an hour.,could,could,could,was able to,was able to,was able to,can,can,can,could to,could to,could to,B,"Could = general past ability, not specific achievement.",选项 A。,Opción A.,Correct! Was able to = specific past success.,正确！选项 B。,¡Correcto! Opción B.,Can = present.,选项 C。,Opción C.,Could to = ungrammatical.,选项 D。,Opción D.,Was able to for specific past achievement.,Was able to for specific past achievement.,Was able to for specific past achievement.,2,draft,
modals_ability_q03,modals,ability,3,multiple_choice_single,"By next year, she ___ speak three languages.","By next year, she ___ speak three languages.","By next year, she ___ speak three languages.",can,can,can,will be able to,will be able to,will be able to,could,could,could,is able to,is able to,is able to,B,Can = present.,选项 A。,Opción A.,Correct! Will be able to = future ability.,正确！选项 B。,¡Correcto! Opción B.,Could = past or hypothetical.,选项 C。,Opción C.,Is able to = present.,选项 D。,Opción D.,Will be able to for future ability.,Will be able to for future ability.,Will be able to for future ability.,2,draft,
modals_permission_q01,modals,permission,1,multiple_choice_single,"___ I use your phone, please?","___ I use your phone, please?","___ I use your phone, please?",Must,Must,Must,Can,Can,Can,Should,Should,Should,Would,Would,Would,B,"Must = obligation, not permission.",选项 A。,Opción A.,Correct! Can = informal permission.,正确！选项 B。,¡Correcto! Opción B.,Should = advice.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,Can for informal permission requests.,Can for informal permission requests.,Can for informal permission requests.,2,draft,
modals_permission_q02,modals,permission,2,multiple_choice_single,You ___ park here. It is a no-parking zone.,You ___ park here. It is a no-parking zone.,You ___ park here. It is a no-parking zone.,can,can,can,cannot,cannot,cannot,must,must,must,should,should,should,B,"Can = permission, opposite meaning.",选项 A。,Opción A.,Correct! Cannot = prohibition.,正确！选项 B。,¡Correcto! Opción B.,Must = obligation.,选项 C。,Opción C.,Should = advice.,选项 D。,Opción D.,Cannot for prohibition.,Cannot for prohibition.,Cannot for prohibition.,2,draft,
modals_permission_q03,modals,permission,3,multiple_choice_single,Students ___ leave early with permission.,Students ___ leave early with permission.,Students ___ leave early with permission.,must,must,must,may,may,may,should,should,should,would,would,would,B,Must = obligation.,选项 A。,Opción A.,Correct! May = formal permission.,正确！选项 B。,¡Correcto! Opción B.,Should = advice.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,May for formal permission.,May for formal permission.,May for formal permission.,2,draft,
modals_obligation_q01,modals,obligation,1,multiple_choice_single,You ___ wear a seatbelt in the car. It is the law.,You ___ wear a seatbelt in the car. It is the law.,You ___ wear a seatbelt in the car. It is the law.,can,can,can,must,must,must,might,might,might,would,would,would,B,Can = ability/permission.,选项 A。,Opción A.,Correct! Must = legal obligation.,正确！选项 B。,¡Correcto! Opción B.,Might = possibility.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,Must for strong obligation / legal requirement.,Must for strong obligation / legal requirement.,Must for strong obligation / legal requirement.,2,draft,
modals_obligation_q02,modals,obligation,2,multiple_choice_single,I ___ go to work tomorrow. It is a holiday.,I ___ go to work tomorrow. It is a holiday.,I ___ go to work tomorrow. It is a holiday.,must,must,must,do not have to,do not have to,do not have to,must not,must not,must not,should not,should not,should not,B,"Must = obligation, wrong.",选项 A。,Opción A.,Correct! Do not have to = not necessary.,正确！选项 B。,¡Correcto! Opción B.,Must not = prohibition.,选项 C。,Opción C.,Should not = advice against.,选项 D。,Opción D.,Do not have to = no obligation.,Do not have to = no obligation.,Do not have to = no obligation.,2,draft,
modals_obligation_q03,modals,obligation,3,multiple_choice_single,You ___ eat more vegetables. It is good for your health.,You ___ eat more vegetables. It is good for your health.,You ___ eat more vegetables. It is good for your health.,must,must,must,should,should,should,might,might,might,can,can,can,B,Must = too strong for advice.,选项 A。,Opción A.,Correct! Should = advice.,正确！选项 B。,¡Correcto! Opción B.,Might = weak possibility.,选项 C。,Opción C.,Can = ability/permission.,选项 D。,Opción D.,Should for advice/recommendation.,Should for advice/recommendation.,Should for advice/recommendation.,2,draft,
modals_probability_q01,modals,probability,1,multiple_choice_single,She is not here. She ___ be at home.,She is not here. She ___ be at home.,She is not here. She ___ be at home.,must,must,must,might,might,might,should,should,should,can,can,can,B,"Must = strong certainty, too strong for speculation.",选项 A。,Opción A.,Correct! Might = possibility.,正确！选项 B。,¡Correcto! Opción B.,Should = expectation.,选项 C。,Opción C.,"Can = ability, not probability.",选项 D。,Opción D.,Might for possibility/probability.,Might for possibility/probability.,Might for possibility/probability.,2,draft,
modals_probability_q02,modals,probability,2,multiple_choice_single,He has been working all day. He ___ be exhausted.,He has been working all day. He ___ be exhausted.,He has been working all day. He ___ be exhausted.,might,might,might,must,must,must,can,can,can,would,would,would,B,Might = possible but too weak.,选项 A。,Opción A.,Correct! Must = logical deduction from evidence.,正确！选项 B。,¡Correcto! Opción B.,Can = ability.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,Must for logical deduction.,Must for logical deduction.,Must for logical deduction.,2,draft,
modals_probability_q03,modals,probability,3,multiple_choice_single,That ___ be true. I saw it with my own eyes.,That ___ be true. I saw it with my own eyes.,That ___ be true. I saw it with my own eyes.,can not,can not,can not,could not,could not,could not,must not,must not,must not,should not,should not,should not,A,Correct! Cannot = impossible.,正确！选项 A。,¡Correcto! Opción A.,Could not = past inability.,选项 B。,Opción B.,Must not = prohibition.,选项 C。,Opción C.,Should not = advice.,选项 D。,Opción D.,Cannot for impossibility / disbelief.,Cannot for impossibility / disbelief.,Cannot for impossibility / disbelief.,2,draft,
modals_past_q01,modals,past,1,multiple_choice_single,She ___ left already. Her coat is still here.,She ___ left already. Her coat is still here.,She ___ left already. Her coat is still here.,must have,must have,must have,can not have,can not have,can not have,should have,should have,should have,might have,might have,might have,B,Must have = deduction she left (wrong evidence).,选项 A。,Opción A.,Correct! Cannot have = she did not leave.,正确！选项 B。,¡Correcto! Opción B.,Should have = past advice.,选项 C。,Opción C.,"Might have = possible, but coat evidence contradicts.",选项 D。,Opción D.,Cannot have for past impossibility.,Cannot have for past impossibility.,Cannot have for past impossibility.,2,draft,
modals_past_q02,modals,past,2,multiple_choice_single,You ___ told me earlier! I could have helped.,You ___ told me earlier! I could have helped.,You ___ told me earlier! I could have helped.,must have,must have,must have,should have,should have,should have,might have,might have,might have,would have,would have,would have,B,Must have = deduction.,选项 A。,Opción A.,Correct! Should have = past advice not taken.,正确！选项 B。,¡Correcto! Opción B.,Might have = possibility.,选项 C。,Opción C.,Would have = conditional.,选项 D。,Opción D.,Should have for past regret/advice.,Should have for past regret/advice.,Should have for past regret/advice.,2,draft,
modals_requests_q01,modals,requests,1,multiple_choice_single,"___ you pass me the salt, please?","___ you pass me the salt, please?","___ you pass me the salt, please?",Must,Must,Must,Could,Could,Could,Should,Should,Should,May,May,May,B,Must = obligation.,选项 A。,Opción A.,Correct! Could = polite request.,正确！选项 B。,¡Correcto! Opción B.,Should = advice.,选项 C。,Opción C.,"May = more formal, less common for objects.",选项 D。,Opción D.,Could for polite requests.,Could for polite requests.,Could for polite requests.,2,draft,
modals_contrast_q01,modals,contrast,1,multiple_choice_single,You ___ smoke here. It is a hospital.,You ___ smoke here. It is a hospital.,You ___ smoke here. It is a hospital.,do not have to,do not have to,do not have to,must not,must not,must not,should not,should not,should not,might not,might not,might not,B,"Do not have to = not necessary, but not prohibited.",选项 A。,Opción A.,Correct! Must not = strictly prohibited.,正确！选项 B。,¡Correcto! Opción B.,"Should not = advice, too weak for hospital rule.",选项 C。,Opción C.,"Might not = possibility, not prohibition.",选项 D。,Opción D.,Must not = prohibition (vs. do not have to = no obligation).,Must not = prohibition (vs. do not have to = no obligation).,Must not = prohibition (vs. do not have to = no obligation).,2,draft,
modals_contrast_q02,modals,contrast,2,multiple_choice_single,I ___ finish this report today. The deadline is tomorrow.,I ___ finish this report today. The deadline is tomorrow.,I ___ finish this report today. The deadline is tomorrow.,can,can,can,have to,have to,have to,might,might,might,would,would,would,B,"Can = ability, not obligation.",选项 A。,Opción A.,Correct! Have to = external obligation.,正确！选项 B。,¡Correcto! Opción B.,"Might = possibility, too weak.",选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,Have to for external obligation.,Have to for external obligation.,Have to for external obligation.,2,draft,
modals_production_q01,modals,production,1,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,You must to go now.,You must to go now.,You must to go now.,You must go now.,You must go now.,You must go now.,You must going now.,You must going now.,You must going now.,You must gone now.,You must gone now.,You must gone now.,B,Must to = ungrammatical.,选项 A。,Opción A.,Correct! Must go = modal + base form.,正确！选项 B。,¡Correcto! Opción B.,Must going = ungrammatical.,选项 C。,Opción C.,Must gone = ungrammatical.,选项 D。,Opción D.,Must + base verb (no to).,Must + base verb (no to).,Must + base verb (no to).,2,draft,
modals_production_q02,modals,production,2,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,She cans speak French.,She cans speak French.,She cans speak French.,She can speak French.,She can speak French.,She can speak French.,She can speaks French.,She can speaks French.,She can speaks French.,She can to speak French.,She can to speak French.,She can to speak French.,B,Cans = modals do not take -s.,选项 A。,Opción A.,Correct! Can speak = modal + base.,正确！选项 B。,¡Correcto! Opción B.,Can speaks = no -s after modal.,选项 C。,Opción C.,Can to speak = no to after modal.,选项 D。,Opción D.,"Can + base verb. No -s, no to.","Can + base verb. No -s, no to.","Can + base verb. No -s, no to.",2,draft,
