index,knowledge_point_id,module_id,phase_id,sort_order,objective_code,name_en,name_zh,name_es,objective_en,objective_zh,objective_es,difficulty_level,chinese_l1_risk,spanish_l1_risk,misconception_codes,review_status,review_notes
84,tense_present_perfect_form,tenses,tense_present_perfect,1,TENSE-06-01,Present Perfect: Core form,现在完成时：核心形式,Pretérito perfecto: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_FORM_01|TENSE_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
85,tense_present_perfect_meaning,tenses,tense_present_perfect,2,TENSE-06-02,Present Perfect: Meaning and use,现在完成时：意义与用法,Pretérito perfecto: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_MEANING_01|TENSE_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
86,tense_present_perfect_contrast,tenses,tense_present_perfect,3,TENSE-06-03,Present Perfect: Contrast and misconception,现在完成时：对比与易错点,Pretérito perfecto: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_CONTRAST_01|TENSE_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
87,tense_present_perfect_production,tenses,tense_present_perfect,4,TENSE-06-04,Present Perfect: Editing and production,现在完成时：改错与产出,Pretérito perfecto: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_PRODUCTION_01|TENSE_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
88,tense_past_perfect_form,tenses,tense_past_perfect,1,TENSE-07-01,Past Perfect: Core form,过去完成时：核心形式,Pluscuamperfecto: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_FORM_01|TENSE_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
89,tense_past_perfect_meaning,tenses,tense_past_perfect,2,TENSE-07-02,Past Perfect: Meaning and use,过去完成时：意义与用法,Pluscuamperfecto: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_MEANING_01|TENSE_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
90,tense_past_perfect_contrast,tenses,tense_past_perfect,3,TENSE-07-03,Past Perfect: Contrast and misconception,过去完成时：对比与易错点,Pluscuamperfecto: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_CONTRAST_01|TENSE_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
91,tense_past_perfect_production,tenses,tense_past_perfect,4,TENSE-07-04,Past Perfect: Editing and production,过去完成时：改错与产出,Pluscuamperfecto: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_PRODUCTION_01|TENSE_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
92,tense_mastery_form,tenses,tense_mastery,1,TENSE-08-01,Timeline Mastery: Core form,时态时间线综合：核心形式,Dominio de la línea temporal: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_FORM_01|TENSE_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
93,tense_mastery_meaning,tenses,tense_mastery,2,TENSE-08-02,Timeline Mastery: Meaning and use,时态时间线综合：意义与用法,Dominio de la línea temporal: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_MEANING_01|TENSE_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
94,tense_mastery_contrast,tenses,tense_mastery,3,TENSE-08-03,Timeline Mastery: Contrast and misconception,时态时间线综合：对比与易错点,Dominio de la línea temporal: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_CONTRAST_01|TENSE_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
95,tense_mastery_production,tenses,tense_mastery,4,TENSE-08-04,Timeline Mastery: Editing and production,时态时间线综合：改错与产出,Dominio de la línea temporal: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文动词通常不通过词形变化标记时态，学习者可能忽略时间线和完成性。,El sistema verbal español es más显性但映射不同，可能过度依赖形式相似或误用完成时。,TENSE_PRODUCTION_01|TENSE_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
96,cond_zero_form,conditionals,cond_zero,1,COND-01-01,Facts & Rules: Core form,事实与规律：核心形式,Hechos y reglas: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
97,cond_zero_meaning,conditionals,cond_zero,2,COND-01-02,Facts & Rules: Meaning and use,事实与规律：意义与用法,Hechos y reglas: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
98,cond_zero_contrast,conditionals,cond_zero,3,COND-01-03,Facts & Rules: Contrast and misconception,事实与规律：对比与易错点,Hechos y reglas: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
99,cond_zero_production,conditionals,cond_zero,4,COND-01-04,Facts & Rules: Editing and production,事实与规律：改错与产出,Hechos y reglas: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
100,cond_first_form,conditionals,cond_first,1,COND-02-01,Real Future Possibilities: Core form,真实的未来可能：核心形式,Posibilidades futuras reales: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
101,cond_first_meaning,conditionals,cond_first,2,COND-02-02,Real Future Possibilities: Meaning and use,真实的未来可能：意义与用法,Posibilidades futuras reales: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
102,cond_first_contrast,conditionals,cond_first,3,COND-02-03,Real Future Possibilities: Contrast and misconception,真实的未来可能：对比与易错点,Posibilidades futuras reales: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
103,cond_first_production,conditionals,cond_first,4,COND-02-04,Real Future Possibilities: Editing and production,真实的未来可能：改错与产出,Posibilidades futuras reales: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
104,cond_second_form,conditionals,cond_second,1,COND-03-01,Imagined Present & Future: Core form,现在与未来的假设：核心形式,Presente y futuro imaginados: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
105,cond_second_meaning,conditionals,cond_second,2,COND-03-02,Imagined Present & Future: Meaning and use,现在与未来的假设：意义与用法,Presente y futuro imaginados: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
106,cond_second_contrast,conditionals,cond_second,3,COND-03-03,Imagined Present & Future: Contrast and misconception,现在与未来的假设：对比与易错点,Presente y futuro imaginados: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
107,cond_second_production,conditionals,cond_second,4,COND-03-04,Imagined Present & Future: Editing and production,现在与未来的假设：改错与产出,Presente y futuro imaginados: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
108,cond_third_form,conditionals,cond_third,1,COND-04-01,Unreal Past: Core form,与过去事实相反：核心形式,Pasado irreal: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
109,cond_third_meaning,conditionals,cond_third,2,COND-04-02,Unreal Past: Meaning and use,与过去事实相反：意义与用法,Pasado irreal: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
110,cond_third_contrast,conditionals,cond_third,3,COND-04-03,Unreal Past: Contrast and misconception,与过去事实相反：对比与易错点,Pasado irreal: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
111,cond_third_production,conditionals,cond_third,4,COND-04-04,Unreal Past: Editing and production,与过去事实相反：改错与产出,Pasado irreal: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
112,cond_mixed_form,conditionals,cond_mixed,1,COND-05-01,Mixed Conditionals: Core form,混合条件句：核心形式,Condicionales mixtos: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
113,cond_mixed_meaning,conditionals,cond_mixed,2,COND-05-02,Mixed Conditionals: Meaning and use,混合条件句：意义与用法,Condicionales mixtos: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
114,cond_mixed_contrast,conditionals,cond_mixed,3,COND-05-03,Mixed Conditionals: Contrast and misconception,混合条件句：对比与易错点,Condicionales mixtos: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
115,cond_mixed_production,conditionals,cond_mixed,4,COND-05-04,Mixed Conditionals: Editing and production,混合条件句：改错与产出,Condicionales mixtos: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
116,cond_alternatives_form,conditionals,cond_alternatives,1,COND-06-01,Unless & Condition Markers: Core form,unless 与条件标记：核心形式,Unless y marcadores de condición: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
117,cond_alternatives_meaning,conditionals,cond_alternatives,2,COND-06-02,Unless & Condition Markers: Meaning and use,unless 与条件标记：意义与用法,Unless y marcadores de condición: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
118,cond_alternatives_contrast,conditionals,cond_alternatives,3,COND-06-03,Unless & Condition Markers: Contrast and misconception,unless 与条件标记：对比与易错点,Unless y marcadores de condición: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
119,cond_alternatives_production,conditionals,cond_alternatives,4,COND-06-04,Unless & Condition Markers: Editing and production,unless 与条件标记：改错与产出,Unless y marcadores de condición: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
120,cond_inversion_form,conditionals,cond_inversion,1,COND-07-01,Formal Conditional Patterns: Core form,正式条件结构：核心形式,Patrones condicionales formales: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
121,cond_inversion_meaning,conditionals,cond_inversion,2,COND-07-02,Formal Conditional Patterns: Meaning and use,正式条件结构：意义与用法,Patrones condicionales formales: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
122,cond_inversion_contrast,conditionals,cond_inversion,3,COND-07-03,Formal Conditional Patterns: Contrast and misconception,正式条件结构：对比与易错点,Patrones condicionales formales: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
123,cond_inversion_production,conditionals,cond_inversion,4,COND-07-04,Formal Conditional Patterns: Editing and production,正式条件结构：改错与产出,Patrones condicionales formales: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
124,cond_mastery_form,conditionals,cond_mastery,1,COND-08-01,Conditional Mastery: Core form,条件句综合运用：核心形式,Dominio de los condicionales: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_FORM_01|COND_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
125,cond_mastery_meaning,conditionals,cond_mastery,2,COND-08-02,Conditional Mastery: Meaning and use,条件句综合运用：意义与用法,Dominio de los condicionales: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_MEANING_01|COND_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
126,cond_mastery_contrast,conditionals,cond_mastery,3,COND-08-03,Conditional Mastery: Contrast and misconception,条件句综合运用：对比与易错点,Dominio de los condicionales: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_CONTRAST_01|COND_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
127,cond_mastery_production,conditionals,cond_mastery,4,COND-08-04,Conditional Mastery: Editing and production,条件句综合运用：改错与产出,Dominio de los condicionales: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文条件关系常由语境表达，学习者可能忽略英语中的时态退移。,El español distingue modos y tiempos de otra manera; puede transferirse el subjuntivo o la concordancia temporal.,COND_PRODUCTION_01|COND_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
128,passive_focus_form,passive,passive_focus,1,PASS-01-01,Active vs Passive Focus: Core form,主动与被动焦点：核心形式,Foco activo y pasivo: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_FORM_01|PASS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
129,passive_focus_meaning,passive,passive_focus,2,PASS-01-02,Active vs Passive Focus: Meaning and use,主动与被动焦点：意义与用法,Foco activo y pasivo: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_MEANING_01|PASS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
130,passive_focus_contrast,passive,passive_focus,3,PASS-01-03,Active vs Passive Focus: Contrast and misconception,主动与被动焦点：对比与易错点,Foco activo y pasivo: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_CONTRAST_01|PASS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
131,passive_focus_production,passive,passive_focus,4,PASS-01-04,Active vs Passive Focus: Editing and production,主动与被动焦点：改错与产出,Foco activo y pasivo: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_PRODUCTION_01|PASS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
132,passive_present_form,passive,passive_present,1,PASS-02-01,Present Passive: Core form,一般现在时被动：核心形式,Pasiva en presente: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_FORM_01|PASS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
133,passive_present_meaning,passive,passive_present,2,PASS-02-02,Present Passive: Meaning and use,一般现在时被动：意义与用法,Pasiva en presente: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_MEANING_01|PASS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
134,passive_present_contrast,passive,passive_present,3,PASS-02-03,Present Passive: Contrast and misconception,一般现在时被动：对比与易错点,Pasiva en presente: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_CONTRAST_01|PASS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
